Gender,Height,Weight
-1.0,-0.5756386047723604,151.275532926064
-1.0,-0.9928428762835073,123.96516248087
-1.0,-0.9259644055592479,124.765437960402
-1.0,-1.4782104864599601,119.195697933808
1.0,-1.5986494587045272,146.956646118938
1.0,1.189568657195797,190.751029969281
-1.0,-1.6471466002051958,97.6874322554917
1.0,0.48398273568430383,189.841976070972
1.0,-0.3310070414915236,165.862942977357
1.0,2.162225398427525,224.630423960364
1.0,0.7583108230070624,206.883393042889
-1.0,-1.1050502757909517,146.493035831695
1.0,1.2698205146892636,204.655493822323
1.0,1.2699840769204274,193.829564444462
-1.0,-0.019768050932484762,140.319412644818
1.0,0.3732567370480931,158.347245692258
1.0,1.5363869432288881,196.709024642257
1.0,-0.873029403198906,158.316027971635
-1.0,-0.702242317032113,122.148252708969
-1.0,-1.4851385408620879,123.084293029792
-1.0,0.0069616276263248225,160.493872050002
1.0,-0.4958614560603532,161.378773212037
1.0,0.6275366784981227,162.3104725213
1.0,0.4964993033452386,182.205420082896
1.0,1.389256597094628,211.579158342379
-1.0,0.5301908574240882,165.572093360069
-1.0,-0.5116088463223422,130.863830035322
-1.0,-0.8495671845798795,132.957960670008
-1.0,-0.9610294449865615,111.080658285661
1.0,1.5326569910619228,204.416126921461
-1.0,-0.01133100687138311,148.938463980075
1.0,1.6645396968334112,210.657667000328
-1.0,-1.2833419131002781,131.181929536141
1.0,0.83275042044787,182.154139159232
-1.0,0.6217316333864956,175.90345246978
1.0,0.7065237484668203,194.643178186085
1.0,1.0908800330856572,193.321111841505
-1.0,-0.5121256169828953,148.369054489955
1.0,0.8315383948152067,175.448594726192
-1.0,-1.0339771203013701,110.805629277423
-1.0,0.1094945337594058,152.410698939111
-1.0,0.13573005840340702,162.401000843998
1.0,0.13522593816914627,187.581627340598
-1.0,-1.3732185227356157,117.987569728394
1.0,-0.07860583077826976,178.588954037204
1.0,0.8034398369813324,187.910875685823
1.0,1.2354697355849937,193.804892442478
-1.0,-0.5840275181418016,125.390390871556
1.0,0.8288287759831651,174.856849524344
-1.0,-1.5072846925769354,106.791251200868
-1.0,-1.061484913533959,132.576418436117
-1.0,-2.230307133191285,106.854116572758
-1.0,0.27234134706688046,150.498250922393
1.0,-0.41303376268269176,158.17255009629
-1.0,1.1075292062220419,170.148468502777
-1.0,-0.3143654023533273,148.361308433515
-1.0,0.5309017996772657,153.465334505013
-1.0,-0.44520200657895365,148.962313682125
-1.0,-1.0879838103763289,129.344409963241
-1.0,0.7934637582982119,181.853797589974
1.0,0.6517020018611144,177.133135520817
1.0,0.26731772242828383,144.277671090823
1.0,0.9547076260044509,199.037679063698
1.0,0.9558848657395561,180.424599217939
1.0,-0.3140149107360399,157.69050156762
1.0,0.6834730002393732,186.63531299665
1.0,2.041312652299708,231.130189759308
1.0,1.1529125005461782,191.947799747621
1.0,1.427758134699074,202.90685925773
-1.0,-0.5702132620338305,125.647820584166
1.0,0.12726573262446028,180.344335374479
-1.0,-1.4589509616530305,98.8791443666623
-1.0,-1.4359288205907623,116.50475222455
-1.0,-0.9032429849868253,142.895625913257
1.0,-0.0727440720330614,161.495814307993
-1.0,0.1783979219086801,160.943310921227
-1.0,0.3396905089697868,156.513341078976
-1.0,-2.2312396731389974,126.143595942272
1.0,-0.325260856683894,153.128067140559
-1.0,-0.44062445979466386,148.924409968802
1.0,1.1861116221829544,188.703885266529
-1.0,-0.2870812136829171,100.982899039723
-1.0,-0.7741769750702815,149.580424013912
-1.0,-1.1042759930129578,134.128691906617
1.0,0.8166077518327208,192.594226632306
1.0,1.1675058738323485,190.799189796735
-1.0,-1.6806451098345945,116.50342895858
-1.0,-0.1718020263568303,149.715822513582
-1.0,-0.4806148655720639,129.803719307602
1.0,0.7383502536339711,188.384881861092
1.0,-0.2648508447533683,156.274801434304
1.0,1.4397060663349,212.876015229567
1.0,-0.30679383894757073,172.606482559614
-1.0,-1.51751565121748,122.49167273083
-1.0,-1.3142516514711413,113.519613719958
-1.0,-1.5041939270289646,102.187820524886
-1.0,0.5179939116603969,166.570566198547
1.0,0.6822861299484715,193.754990936111
1.0,1.0046344936486777,184.025130592843
-1.0,-1.9717026628120704,90.7747091832357
-1.0,-1.0076069461720731,137.086322357491
1.0,-0.007137342718652962,163.001274168673
1.0,1.2007929327391018,214.792992556764
-1.0,-1.0413615151609836,148.713960108758
-1.0,0.14687772040244376,164.665490070478
1.0,0.6721949612930508,178.28778553369
-1.0,-1.095828649159641,117.622643059512
-1.0,-0.5656285077976112,121.889608784505
-1.0,0.08069398969762356,137.747980045506
1.0,1.5366366104781004,198.836514614642
1.0,3.048423249410765,255.690834836788
-1.0,-1.057412075017349,138.994964745233
-1.0,-1.1283340909553132,123.172683968554
1.0,-0.2480363372608578,142.593067283448
1.0,1.8026631762676801,232.250643278525
1.0,0.9924117596366743,188.529396626822
-1.0,-1.9729069712892229,112.561989237208
1.0,0.2675291601985663,178.300196634959
-1.0,-0.18219685515620238,129.664079829454
1.0,1.5157458303337772,218.292733091252
1.0,1.3216332352225182,203.448273004639
1.0,-0.18051005899035638,181.595631192572
-1.0,-0.1789676833486915,148.292152806936
-1.0,-0.031851054294404345,143.797489736556
-1.0,-0.4528345842701534,143.145608450255
-1.0,-1.5292697342930845,110.565497391584
-1.0,-0.01702043454756279,161.753978929902
-1.0,-1.1699003040071254,118.764489912888
-1.0,0.17019854754104785,162.026552396676
1.0,-0.3084272533820285,169.459630912183
1.0,0.3455752189997759,187.42389642109
-1.0,-0.9334123657036602,133.843538722038
-1.0,-1.3902995599315688,120.826700385081
1.0,0.5550583704069046,205.891233824314
-1.0,-0.23525093520627582,146.735677047421
-1.0,-0.6446135138985969,124.753377622056
